candidate_id,family,qp_index,qp_deg,azimuth_or_peak_index,azimuth_deg,axial_index,axial_ratio,preshape_index,preshape_id,status,reason,maximum_point_residual_m,maximum_normal_residual_rad
contactopt_g_q03_a12_z2_p0,GLOBAL,3,40.0,12,270.0,2,0.5,0,P0,POSE_GENERATED,,0.00877041199117177,1.0390057853019257
contactopt_g_q03_a12_z3_p0,GLOBAL,3,40.0,12,270.0,3,0.7,0,P0,POSE_GENERATED,,0.008956922151105046,0.888907362812823
contactopt_g_q03_a12_z4_p0,GLOBAL,3,40.0,12,270.0,4,0.9,0,P0,POSE_GENERATED,,0.0054561267311844215,1.0395854873907413
contactopt_g_q03_a13_z0_p0,GLOBAL,3,40.0,13,292.5,0,0.1,0,P0,POSE_GENERATED,,0.008923985373940442,1.0436679962915458
contactopt_g_q03_a13_z1_p0,GLOBAL,3,40.0,13,292.5,1,0.3,0,P0,POSE_GENERATED,,0.00798775124208397,1.0583622022380488
contactopt_g_q03_a13_z2_p0,GLOBAL,3,40.0,13,292.5,2,0.5,0,P0,POSE_GENERATED,,0.008769797581636166,1.0380293449646787
contactopt_g_q03_a13_z3_p0,GLOBAL,3,40.0,13,292.5,3,0.7,0,P0,POSE_GENERATED,,0.008889441283887845,0.8865762029459475
contactopt_g_q03_a13_z4_p0,GLOBAL,3,40.0,13,292.5,4,0.9,0,P0,POSE_GENERATED,,0.006098772440367356,1.0382459090734977
contactopt_g_q03_a14_z0_p0,GLOBAL,3,40.0,14,315.0,0,0.1,0,P0,POSE_GENERATED,,0.009100065540014577,1.046774795517285
contactopt_g_q03_a14_z1_p0,GLOBAL,3,40.0,14,315.0,1,0.3,0,P0,POSE_GENERATED,,0.0074671121156282185,1.0502858262838142
contactopt_g_q03_a14_z2_p0,GLOBAL,3,40.0,14,315.0,2,0.5,0,P0,POSE_GENERATED,,0.00560508132220618,1.0379878956970419
contactopt_g_q03_a14_z3_p0,GLOBAL,3,40.0,14,315.0,3,0.7,0,P0,POSE_GENERATED,,0.008752175454333593,0.8864759460921163
contactopt_g_q03_a14_z4_p0,GLOBAL,3,40.0,14,315.0,4,0.9,0,P0,POSE_GENERATED,,0.006360496106468233,1.0405371429967223
contactopt_g_q03_a15_z0_p0,GLOBAL,3,40.0,15,337.5,0,0.1,0,P0,POSE_GENERATED,,0.009067544149426995,1.0516210654618738
contactopt_g_q03_a15_z1_p0,GLOBAL,3,40.0,15,,1,0.3,0,P0,SEED_GEOMETRY_REJECT,NO_USABLE_OBJECT_REGION_IN_TARGET_WINDOW,,
contactopt_g_q03_a15_z2_p0,GLOBAL,3,40.0,15,337.5,2,0.5,0,P0,POSE_GENERATED,,0.007864356983557861,1.0198965512603722
contactopt_g_q03_a15_z3_p0,GLOBAL,3,40.0,15,337.5,3,0.7,0,P0,POSE_GENERATED,,0.008781518679894995,0.8784049111119528
contactopt_g_q03_a15_z4_p0,GLOBAL,3,40.0,15,,4,0.9,0,P0,SEED_GEOMETRY_REJECT,POINT_NORMAL_ALIGNMENT_OPPOSED_NORMAL_FAILED,,
contactopt_g_q04_a00_z0_p0,GLOBAL,4,45.0,0,0.0,0,0.1,0,P0,POSE_GENERATED,,0.008775265294908878,1.0446302652405783
contactopt_g_q04_a00_z1_p0,GLOBAL,4,45.0,0,0.0,1,0.3,0,P0,POSE_GENERATED,,0.0070212472088536084,1.0139079184426056
contactopt_g_q04_a00_z2_p0,GLOBAL,4,45.0,0,0.0,2,0.5,0,P0,POSE_GENERATED,,0.007323567209096101,1.0125430356674587
contactopt_g_q04_a00_z3_p0,GLOBAL,4,45.0,0,0.0,3,0.7,0,P0,POSE_GENERATED,,0.008382622085008944,0.8752510280768796
contactopt_g_q04_a00_z4_p0,GLOBAL,4,45.0,0,0.0,4,0.9,0,P0,POSE_GENERATED,,0.005888096206869454,1.0312318361186277
contactopt_g_q04_a01_z0_p0,GLOBAL,4,45.0,1,22.5,0,0.1,0,P0,POSE_GENERATED,,0.008662299805487777,1.0447648327391987
contactopt_g_q04_a01_z1_p0,GLOBAL,4,45.0,1,,1,0.3,0,P0,SEED_GEOMETRY_REJECT,NO_USABLE_OBJECT_REGION_IN_TARGET_WINDOW,,
contactopt_g_q04_a01_z2_p0,GLOBAL,4,45.0,1,22.5,2,0.5,0,P0,POSE_GENERATED,,0.00835140938240901,1.031073135221972
contactopt_g_q04_a01_z3_p0,GLOBAL,4,45.0,1,22.5,3,0.7,0,P0,POSE_GENERATED,,0.008676979549812143,0.8625635464085647
contactopt_g_q04_a01_z4_p0,GLOBAL,4,45.0,1,22.5,4,0.9,0,P0,POSE_GENERATED,,0.005888096489920378,1.0312318233710196
contactopt_g_q04_a02_z0_p0,GLOBAL,4,45.0,2,45.0,0,0.1,0,P0,POSE_GENERATED,,0.008512889312737183,1.0352532202665496
contactopt_g_q04_a02_z1_p0,GLOBAL,4,45.0,2,45.0,1,0.3,0,P0,POSE_GENERATED,,0.007014083259773522,1.0095497529180182
contactopt_g_q04_a02_z2_p0,GLOBAL,4,45.0,2,45.0,2,0.5,0,P0,POSE_GENERATED,,0.005396820471724234,1.0308584070686144
contactopt_g_q04_a02_z3_p0,GLOBAL,4,45.0,2,45.0,3,0.7,0,P0,POSE_GENERATED,,0.008505497060833736,0.8751813987004876
contactopt_g_q04_a02_z4_p0,GLOBAL,4,45.0,2,45.0,4,0.9,0,P0,POSE_GENERATED,,0.006106285680752941,1.0309978088113303
contactopt_g_q04_a03_z0_p0,GLOBAL,4,45.0,3,67.5,0,0.1,0,P0,POSE_GENERATED,,0.008648047485835164,1.061293603093616
contactopt_g_q04_a03_z1_p0,GLOBAL,4,45.0,3,67.5,1,0.3,0,P0,POSE_GENERATED,,0.0071252397566377735,0.9977951067324479
contactopt_g_q04_a03_z2_p0,GLOBAL,4,45.0,3,67.5,2,0.5,0,P0,POSE_GENERATED,,0.007958720764703102,1.031500155434407
contactopt_g_q04_a03_z3_p0,GLOBAL,4,45.0,3,67.5,3,0.7,0,P0,POSE_GENERATED,,0.008536602717183038,0.8710177500029408
contactopt_g_q04_a03_z4_p0,GLOBAL,4,45.0,3,67.5,4,0.9,0,P0,POSE_GENERATED,,0.00588809580197838,1.0312318238809048
contactopt_g_q04_a04_z0_p0,GLOBAL,4,45.0,4,90.0,0,0.1,0,P0,POSE_GENERATED,,0.008673148436331442,1.2030349434810828
contactopt_g_q04_a04_z1_p0,GLOBAL,4,45.0,4,90.0,1,0.3,0,P0,POSE_GENERATED,,0.006912863449691776,0.995090115582794
contactopt_g_q04_a04_z2_p0,GLOBAL,4,45.0,4,90.0,2,0.5,0,P0,POSE_GENERATED,,0.006435045486344888,1.0342781696129757
contactopt_g_q04_a04_z3_p0,GLOBAL,4,45.0,4,90.0,3,0.7,0,P0,POSE_GENERATED,,0.008667987597623814,0.868441789440386
contactopt_g_q04_a04_z4_p0,GLOBAL,4,45.0,4,,4,0.9,0,P0,SEED_GEOMETRY_REJECT,POINT_NORMAL_ALIGNMENT_OPPOSED_NORMAL_FAILED,,
contactopt_g_q04_a05_z0_p0,GLOBAL,4,45.0,5,112.5,0,0.1,0,P0,POSE_GENERATED,,0.008630420781351601,0.8311908105383041
contactopt_g_q04_a05_z1_p0,GLOBAL,4,45.0,5,112.5,1,0.3,0,P0,POSE_GENERATED,,0.007154347921026166,1.0428157012715635
contactopt_g_q04_a05_z2_p0,GLOBAL,4,45.0,5,112.5,2,0.5,0,P0,POSE_GENERATED,,0.008351409382408997,1.0310731352219722
contactopt_g_q04_a05_z3_p0,GLOBAL,4,45.0,5,112.5,3,0.7,0,P0,POSE_GENERATED,,0.008525989226467471,0.875153022331524
contactopt_g_q04_a05_z4_p0,GLOBAL,4,45.0,5,112.5,4,0.9,0,P0,POSE_GENERATED,,0.005888096386618731,1.0312318255489317
contactopt_g_q04_a06_z0_p0,GLOBAL,4,45.0,6,135.0,0,0.1,0,P0,POSE_GENERATED,,0.008755664126637908,1.0835802935623875
contactopt_g_q04_a06_z1_p0,GLOBAL,4,45.0,6,135.0,1,0.3,0,P0,POSE_GENERATED,,0.006345821014407837,0.9897282922565495
contactopt_g_q04_a06_z2_p0,GLOBAL,4,45.0,6,135.0,2,0.5,0,P0,POSE_GENERATED,,0.005396820471724259,1.030858407068614
contactopt_g_q04_a06_z3_p0,GLOBAL,4,45.0,6,135.0,3,0.7,0,P0,POSE_GENERATED,,0.0084641714798769,0.8793607895063016
contactopt_g_q04_a06_z4_p0,GLOBAL,4,45.0,6,135.0,4,0.9,0,P0,POSE_GENERATED,,0.006127463220078746,1.0337316450525196
contactopt_g_q04_a07_z0_p0,GLOBAL,4,45.0,7,157.5,0,0.1,0,P0,POSE_GENERATED,,0.008602572285157496,1.015032068682994
contactopt_g_q04_a07_z1_p0,GLOBAL,4,45.0,7,157.5,1,0.3,0,P0,POSE_GENERATED,,0.007394598705504409,1.0494151738759874
contactopt_g_q04_a07_z2_p0,GLOBAL,4,45.0,7,157.5,2,0.5,0,P0,POSE_GENERATED,,0.007033509888666361,1.0116084901873685
contactopt_g_q04_a07_z3_p0,GLOBAL,4,45.0,7,157.5,3,0.7,0,P0,POSE_GENERATED,,0.008400160214716469,0.8712775721461161
contactopt_g_q04_a07_z4_p0,GLOBAL,4,45.0,7,,4,0.9,0,P0,SEED_GEOMETRY_REJECT,POINT_NORMAL_ALIGNMENT_OPPOSED_NORMAL_FAILED,,
contactopt_g_q04_a08_z0_p0,GLOBAL,4,45.0,8,180.0,0,0.1,0,P0,POSE_GENERATED,,0.008740248119014894,1.002992246809049
contactopt_g_q04_a08_z1_p0,GLOBAL,4,45.0,8,180.0,1,0.3,0,P0,POSE_GENERATED,,0.006140145987458259,0.9767731954501437
contactopt_g_q04_a08_z2_p0,GLOBAL,4,45.0,8,180.0,2,0.5,0,P0,POSE_GENERATED,,0.007528150840966321,1.0125504507547842
contactopt_g_q04_a08_z3_p0,GLOBAL,4,45.0,8,180.0,3,0.7,0,P0,POSE_GENERATED,,0.008374465233750789,0.8667862749901822
contactopt_g_q04_a08_z4_p0,GLOBAL,4,45.0,8,180.0,4,0.9,0,P0,POSE_GENERATED,,0.005675107184176249,1.0309973266655192
contactopt_g_q04_a09_z0_p0,GLOBAL,4,45.0,9,202.5,0,0.1,0,P0,POSE_GENERATED,,0.008697116911756127,1.0366194918833902
contactopt_g_q04_a09_z1_p0,GLOBAL,4,45.0,9,202.5,1,0.3,0,P0,POSE_GENERATED,,0.007426492150518695,1.0492782365848443
contactopt_g_q04_a09_z2_p0,GLOBAL,4,45.0,9,202.5,2,0.5,0,P0,POSE_GENERATED,,0.008561294738270622,1.030900545968829
contactopt_g_q04_a09_z3_p0,GLOBAL,4,45.0,9,202.5,3,0.7,0,P0,POSE_GENERATED,,0.00865809151445377,0.8665987817059428
contactopt_g_q04_a09_z4_p0,GLOBAL,4,45.0,9,202.5,4,0.9,0,P0,POSE_GENERATED,,0.005888096489920378,1.0312318233710196
contactopt_g_q04_a10_z0_p0,GLOBAL,4,45.0,10,225.0,0,0.1,0,P0,POSE_GENERATED,,0.008569349616443726,1.0355999674614256
contactopt_g_q04_a10_z1_p0,GLOBAL,4,45.0,10,225.0,1,0.3,0,P0,POSE_GENERATED,,0.007070527988983295,1.0531343762302754
contactopt_g_q04_a10_z2_p0,GLOBAL,4,45.0,10,225.0,2,0.5,0,P0,POSE_GENERATED,,0.005396820471724234,1.0308584070686144
contactopt_g_q04_a10_z3_p0,GLOBAL,4,45.0,10,225.0,3,0.7,0,P0,POSE_GENERATED,,0.008526952148692653,0.8667294589501451
contactopt_g_q04_a10_z4_p0,GLOBAL,4,45.0,10,225.0,4,0.9,0,P0,POSE_GENERATED,,0.005888096201451083,1.0312318350496403
contactopt_g_q04_a11_z0_p0,GLOBAL,4,45.0,11,247.5,0,0.1,0,P0,POSE_GENERATED,,0.00869679238812467,1.0234592875253887
contactopt_g_q04_a11_z1_p0,GLOBAL,4,45.0,11,247.5,1,0.3,0,P0,POSE_GENERATED,,0.007345063198183839,1.0504584593761461
contactopt_g_q04_a11_z2_p0,GLOBAL,4,45.0,11,247.5,2,0.5,0,P0,POSE_GENERATED,,0.007731659528712548,1.031201983948178
contactopt_g_q04_a11_z3_p0,GLOBAL,4,45.0,11,247.5,3,0.7,0,P0,POSE_GENERATED,,0.008494818119232457,0.8625148000132192
contactopt_g_q04_a11_z4_p0,GLOBAL,4,45.0,11,247.5,4,0.9,0,P0,POSE_GENERATED,,0.006106285342611166,1.030997801183051
contactopt_g_q04_a12_z0_p0,GLOBAL,4,45.0,12,270.0,0,0.1,0,P0,POSE_GENERATED,,0.008694851797585465,1.0239563075284306
contactopt_g_q04_a12_z1_p0,GLOBAL,4,45.0,12,270.0,1,0.3,0,P0,POSE_GENERATED,,0.0071600567447978256,1.0517835559568913
contactopt_g_q04_a12_z2_p0,GLOBAL,4,45.0,12,270.0,2,0.5,0,P0,POSE_GENERATED,,0.00856234152503419,1.0318752565276623
contactopt_g_q04_a12_z3_p0,GLOBAL,4,45.0,12,270.0,3,0.7,0,P0,POSE_GENERATED,,0.00862258047007978,0.8763995101677524
contactopt_g_q04_a12_z4_p0,GLOBAL,4,45.0,12,270.0,4,0.9,0,P0,POSE_GENERATED,,0.005888095720764259,1.031231827528968
contactopt_g_q04_a13_z0_p0,GLOBAL,4,45.0,13,292.5,0,0.1,0,P0,POSE_GENERATED,,0.008704727049163715,1.0373726262793124
contactopt_g_q04_a13_z1_p0,GLOBAL,4,45.0,13,292.5,1,0.3,0,P0,POSE_GENERATED,,0.007600040912145539,1.0512498312931462
contactopt_g_q04_a13_z2_p0,GLOBAL,4,45.0,13,292.5,2,0.5,0,P0,POSE_GENERATED,,0.008561294738270622,1.0309005459688292
contactopt_g_q04_a13_z3_p0,GLOBAL,4,45.0,13,292.5,3,0.7,0,P0,POSE_GENERATED,,0.008507282923375594,0.8794469053740047
contactopt_g_q04_a13_z4_p0,GLOBAL,4,45.0,13,292.5,4,0.9,0,P0,POSE_GENERATED,,0.0058904022269673185,1.0311135961029108
contactopt_g_q04_a14_z0_p0,GLOBAL,4,45.0,14,315.0,0,0.1,0,P0,POSE_GENERATED,,0.008718588789943815,1.0396457607103182
contactopt_g_q04_a14_z1_p0,GLOBAL,4,45.0,14,315.0,1,0.3,0,P0,POSE_GENERATED,,0.007084354802456337,1.0431751627205779
contactopt_g_q04_a14_z2_p0,GLOBAL,4,45.0,14,315.0,2,0.5,0,P0,POSE_GENERATED,,0.005396820471724259,1.030858407068614
contactopt_g_q04_a14_z3_p0,GLOBAL,4,45.0,14,315.0,3,0.7,0,P0,POSE_GENERATED,,0.008404781455298474,0.8663874467481693
contactopt_g_q04_a14_z4_p0,GLOBAL,4,45.0,14,315.0,4,0.9,0,P0,POSE_GENERATED,,0.00615464727802326,1.0334115015945036
contactopt_g_q04_a15_z0_p0,GLOBAL,4,45.0,15,337.5,0,0.1,0,P0,POSE_GENERATED,,0.008686183758709672,1.0444898822574638
contactopt_g_q04_a15_z1_p0,GLOBAL,4,45.0,15,,1,0.3,0,P0,SEED_GEOMETRY_REJECT,NO_USABLE_OBJECT_REGION_IN_TARGET_WINDOW,,
contactopt_g_q04_a15_z2_p0,GLOBAL,4,45.0,15,337.5,2,0.5,0,P0,POSE_GENERATED,,0.007471838872665968,1.0127540388769707
contactopt_g_q04_a15_z3_p0,GLOBAL,4,45.0,15,337.5,3,0.7,0,P0,POSE_GENERATED,,0.008400160214716469,0.8712775721461161
contactopt_g_q04_a15_z4_p0,GLOBAL,4,45.0,15,,4,0.9,0,P0,SEED_GEOMETRY_REJECT,POINT_NORMAL_ALIGNMENT_OPPOSED_NORMAL_FAILED,,
contactopt_g_q05_a00_z0_p0,GLOBAL,5,50.0,0,0.0,0,0.1,0,P0,POSE_GENERATED,,0.008422841059771409,1.0371220211810133
contactopt_g_q05_a00_z1_p0,GLOBAL,5,50.0,0,0.0,1,0.3,0,P0,POSE_GENERATED,,0.0066651487167385445,1.0063947000065867
contactopt_g_q05_a00_z2_p0,GLOBAL,5,50.0,0,0.0,2,0.5,0,P0,POSE_GENERATED,,0.007463139829285921,1.0047324486544016
contactopt_g_q05_a00_z3_p0,GLOBAL,5,50.0,0,0.0,3,0.7,0,P0,POSE_GENERATED,,0.008031129338878947,0.8677448499879237
contactopt_g_q05_a00_z4_p0,GLOBAL,5,50.0,0,0.0,4,0.9,0,P0,POSE_GENERATED,,0.005659762281173029,1.0237265718816733
contactopt_g_q05_a01_z0_p0,GLOBAL,5,50.0,1,22.5,0,0.1,0,P0,POSE_GENERATED,,0.008311116544003265,1.037255903008487
contactopt_g_q05_a01_z1_p0,GLOBAL,5,50.0,1,,1,0.3,0,P0,SEED_GEOMETRY_REJECT,NO_USABLE_OBJECT_REGION_IN_TARGET_WINDOW,,
contactopt_g_q05_a01_z2_p0,GLOBAL,5,50.0,1,22.5,2,0.5,0,P0,POSE_GENERATED,,0.008123410363089216,1.0235700418874305
contactopt_g_q05_a01_z3_p0,GLOBAL,5,50.0,1,22.5,3,0.7,0,P0,POSE_GENERATED,,0.008281490610148491,0.8562859619856328
contactopt_g_q05_a01_z4_p0,GLOBAL,5,50.0,1,22.5,4,0.9,0,P0,POSE_GENERATED,,0.00565976256423576,1.0237265589924411
contactopt_g_q05_a02_z0_p0,GLOBAL,5,50.0,2,45.0,0,0.1,0,P0,POSE_GENERATED,,0.008283333166431756,1.0521568056335728
contactopt_g_q05_a02_z1_p0,GLOBAL,5,50.0,2,45.0,1,0.3,0,P0,POSE_GENERATED,,0.0066581622850644725,1.0020358675030114
contactopt_g_q05_a02_z2_p0,GLOBAL,5,50.0,2,45.0,2,0.5,0,P0,POSE_GENERATED,,0.005168925318409709,1.0233523722290732
contactopt_g_q05_a02_z3_p0,GLOBAL,5,50.0,2,45.0,3,0.7,0,P0,POSE_GENERATED,,0.008153205954202505,0.8676741679781844
contactopt_g_q05_a02_z4_p0,GLOBAL,5,50.0,2,45.0,4,0.9,0,P0,POSE_GENERATED,,0.005878021587503861,1.0234911979135344
contactopt_g_q05_a03_z0_p0,GLOBAL,5,50.0,3,67.5,0,0.1,0,P0,POSE_GENERATED,,0.008297629179919136,1.0537917970257806
contactopt_g_q05_a03_z1_p0,GLOBAL,5,50.0,3,67.5,1,0.3,0,P0,POSE_GENERATED,,0.006950377813090783,1.0450010186003489
contactopt_g_q05_a03_z2_p0,GLOBAL,5,50.0,3,67.5,2,0.5,0,P0,POSE_GENERATED,,0.007732361854892126,1.023996581644168
contactopt_g_q05_a03_z3_p0,GLOBAL,5,50.0,3,67.5,3,0.7,0,P0,POSE_GENERATED,,0.008142700146458166,0.8550057806197827
contactopt_g_q05_a03_z4_p0,GLOBAL,5,50.0,3,,4,0.9,0,P0,SEED_GEOMETRY_REJECT,POINT_NORMAL_ALIGNMENT_OPPOSED_NORMAL_FAILED,,
contactopt_g_q05_a04_z0_p0,GLOBAL,5,50.0,4,90.0,0,0.1,0,P0,POSE_GENERATED,,0.008322806934783754,1.198667329611899
contactopt_g_q05_a04_z1_p0,GLOBAL,5,50.0,4,90.0,1,0.3,0,P0,POSE_GENERATED,,0.006977551885879364,0.9921827610972651
contactopt_g_q05_a04_z2_p0,GLOBAL,5,50.0,4,90.0,2,0.5,0,P0,POSE_GENERATED,,0.00608228872330475,1.023722560898029
contactopt_g_q05_a04_z3_p0,GLOBAL,5,50.0,4,90.0,3,0.7,0,P0,POSE_GENERATED,,0.008251183160255002,0.8729081737077614
contactopt_g_q05_a04_z4_p0,GLOBAL,5,50.0,4,,4,0.9,0,P0,SEED_GEOMETRY_REJECT,POINT_NORMAL_ALIGNMENT_OPPOSED_NORMAL_FAILED,,
contactopt_g_q05_a05_z0_p0,GLOBAL,5,50.0,5,112.5,0,0.1,0,P0,POSE_GENERATED,,0.008265344646365531,1.0537604944309211
contactopt_g_q05_a05_z1_p0,GLOBAL,5,50.0,5,112.5,1,0.3,0,P0,POSE_GENERATED,,0.006792168687969189,1.03531213623922
contactopt_g_q05_a05_z2_p0,GLOBAL,5,50.0,5,112.5,2,0.5,0,P0,POSE_GENERATED,,0.008123410363089216,1.023570041887431
contactopt_g_q05_a05_z3_p0,GLOBAL,5,50.0,5,112.5,3,0.7,0,P0,POSE_GENERATED,,0.00817322497086089,0.8676468371434848
contactopt_g_q05_a05_z4_p0,GLOBAL,5,50.0,5,112.5,4,0.9,0,P0,POSE_GENERATED,,0.00565976246092168,1.0237265611911524
contactopt_g_q05_a06_z0_p0,GLOBAL,5,50.0,6,135.0,0,0.1,0,P0,POSE_GENERATED,,0.008306192104155626,0.944721407146675
contactopt_g_q05_a06_z1_p0,GLOBAL,5,50.0,6,135.0,1,0.3,0,P0,POSE_GENERATED,,0.005982276034277152,0.9822315305378269
contactopt_g_q05_a06_z2_p0,GLOBAL,5,50.0,6,135.0,2,0.5,0,P0,POSE_GENERATED,,0.0051689253184097166,1.0233523722290734
contactopt_g_q05_a06_z3_p0,GLOBAL,5,50.0,6,135.0,3,0.7,0,P0,POSE_GENERATED,,0.008324315764514412,0.8673070159400592
contactopt_g_q05_a06_z4_p0,GLOBAL,5,50.0,6,135.0,4,0.9,0,P0,POSE_GENERATED,,0.006517561530068912,1.0244670247170806
contactopt_g_q05_a07_z0_p0,GLOBAL,5,50.0,7,157.5,0,0.1,0,P0,POSE_GENERATED,,0.008252230674595512,1.0075289887342136
contactopt_g_q05_a07_z1_p0,GLOBAL,5,50.0,7,157.5,1,0.3,0,P0,POSE_GENERATED,,0.0070329347409651055,1.0419291894831122
contactopt_g_q05_a07_z2_p0,GLOBAL,5,50.0,7,157.5,2,0.5,0,P0,POSE_GENERATED,,0.007732361854892126,1.0239965816441678
contactopt_g_q05_a07_z3_p0,GLOBAL,5,50.0,7,157.5,3,0.7,0,P0,POSE_GENERATED,,0.008048250233479904,0.8637734863538711
contactopt_g_q05_a07_z4_p0,GLOBAL,5,50.0,7,,4,0.9,0,P0,SEED_GEOMETRY_REJECT,POINT_NORMAL_ALIGNMENT_OPPOSED_NORMAL_FAILED,,
contactopt_g_q05_a08_z0_p0,GLOBAL,5,50.0,8,180.0,0,0.1,0,P0,POSE_GENERATED,,0.008455873883340364,1.12043339762197
contactopt_g_q05_a08_z1_p0,GLOBAL,5,50.0,8,180.0,1,0.3,0,P0,POSE_GENERATED,,0.005777731098110422,0.9692747630772964
contactopt_g_q05_a08_z2_p0,GLOBAL,5,50.0,8,180.0,2,0.5,0,P0,POSE_GENERATED,,0.0071561139952458774,1.0050342407254396
contactopt_g_q05_a08_z3_p0,GLOBAL,5,50.0,8,180.0,3,0.7,0,P0,POSE_GENERATED,,0.00802291017042552,0.8592803532279248
contactopt_g_q05_a08_z4_p0,GLOBAL,5,50.0,8,180.0,4,0.9,0,P0,POSE_GENERATED,,0.005446863192333652,1.0234907296251419
contactopt_g_q05_a09_z0_p0,GLOBAL,5,50.0,9,202.5,0,0.1,0,P0,POSE_GENERATED,,0.008345695970060681,1.0291120464620434
contactopt_g_q05_a09_z1_p0,GLOBAL,5,50.0,9,202.5,1,0.3,0,P0,POSE_GENERATED,,0.007065493373257929,1.0417955772401475
contactopt_g_q05_a09_z2_p0,GLOBAL,5,50.0,9,202.5,2,0.5,0,P0,POSE_GENERATED,,0.008333104924257456,1.0233952783459308
contactopt_g_q05_a09_z3_p0,GLOBAL,5,50.0,9,202.5,3,0.7,0,P0,POSE_GENERATED,,0.008269690827693453,0.8689029781814159
contactopt_g_q05_a09_z4_p0,GLOBAL,5,50.0,9,202.5,4,0.9,0,P0,POSE_GENERATED,,0.00565976256423576,1.0237265589924411
contactopt_g_q05_a10_z0_p0,GLOBAL,5,50.0,10,225.0,0,0.1,0,P0,POSE_GENERATED,,0.008355977267011299,1.0292487540128368
contactopt_g_q05_a10_z1_p0,GLOBAL,5,50.0,10,225.0,1,0.3,0,P0,POSE_GENERATED,,0.006712583989590261,1.04564013692081
contactopt_g_q05_a10_z2_p0,GLOBAL,5,50.0,10,225.0,2,0.5,0,P0,POSE_GENERATED,,0.005168925318409709,1.0233523722290732
contactopt_g_q05_a10_z3_p0,GLOBAL,5,50.0,10,225.0,3,0.7,0,P0,POSE_GENERATED,,0.008174114041137485,0.859223288870682
contactopt_g_q05_a10_z4_p0,GLOBAL,5,50.0,10,225.0,4,0.9,0,P0,POSE_GENERATED,,0.0056597622757490395,1.023726570798677
contactopt_g_q05_a11_z0_p0,GLOBAL,5,50.0,11,247.5,0,0.1,0,P0,POSE_GENERATED,,0.008331304405591369,1.0307831442974642
contactopt_g_q05_a11_z1_p0,GLOBAL,5,50.0,11,247.5,1,0.3,0,P0,POSE_GENERATED,,0.0067485483888869375,1.0463158545910063
contactopt_g_q05_a11_z2_p0,GLOBAL,5,50.0,11,247.5,2,0.5,0,P0,POSE_GENERATED,,0.007504922986495516,1.0236966193111852
contactopt_g_q05_a11_z3_p0,GLOBAL,5,50.0,11,247.5,3,0.7,0,P0,POSE_GENERATED,,0.008142700146458166,0.8550057806197827
contactopt_g_q05_a11_z4_p0,GLOBAL,5,50.0,11,,4,0.9,0,P0,SEED_GEOMETRY_REJECT,POINT_NORMAL_ALIGNMENT_OPPOSED_NORMAL_FAILED,,
contactopt_g_q05_a12_z0_p0,GLOBAL,5,50.0,12,270.0,0,0.1,0,P0,POSE_GENERATED,,0.008343532993228514,1.0164498539312017
contactopt_g_q05_a12_z1_p0,GLOBAL,5,50.0,12,270.0,1,0.3,0,P0,POSE_GENERATED,,0.006799327904187594,1.0442725676027085
contactopt_g_q05_a12_z2_p0,GLOBAL,5,50.0,12,270.0,2,0.5,0,P0,POSE_GENERATED,,0.008985120582171073,1.0259961098568224
contactopt_g_q05_a12_z3_p0,GLOBAL,5,50.0,12,270.0,3,0.7,0,P0,POSE_GENERATED,,0.008269690931935202,0.8689017339004007
contactopt_g_q05_a12_z4_p0,GLOBAL,5,50.0,12,270.0,4,0.9,0,P0,POSE_GENERATED,,0.005659761795065337,1.0237265631930415
contactopt_g_q05_a13_z0_p0,GLOBAL,5,50.0,13,292.5,0,0.1,0,P0,POSE_GENERATED,,0.008352975805606653,1.0298656849523378
contactopt_g_q05_a13_z1_p0,GLOBAL,5,50.0,13,292.5,1,0.3,0,P0,POSE_GENERATED,,0.0072379157379743025,1.0437614864355438
contactopt_g_q05_a13_z2_p0,GLOBAL,5,50.0,13,292.5,2,0.5,0,P0,POSE_GENERATED,,0.008333104924257461,1.023395278345931
contactopt_g_q05_a13_z3_p0,GLOBAL,5,50.0,13,292.5,3,0.7,0,P0,POSE_GENERATED,,0.008154509850711037,0.8719408047175559
contactopt_g_q05_a13_z4_p0,GLOBAL,5,50.0,13,292.5,4,0.9,0,P0,POSE_GENERATED,,0.005662356032599359,1.0236043229257308
contactopt_g_q05_a14_z0_p0,GLOBAL,5,50.0,14,315.0,0,0.1,0,P0,POSE_GENERATED,,0.008366493351729145,1.032139898776372
contactopt_g_q05_a14_z1_p0,GLOBAL,5,50.0,14,315.0,1,0.3,0,P0,POSE_GENERATED,,0.006726848130127312,1.0356894028386272
contactopt_g_q05_a14_z2_p0,GLOBAL,5,50.0,14,315.0,2,0.5,0,P0,POSE_GENERATED,,0.0051689253184097166,1.0233523722290734
contactopt_g_q05_a14_z3_p0,GLOBAL,5,50.0,14,315.0,3,0.7,0,P0,POSE_GENERATED,,0.008302211895570915,0.8674128992068493
contactopt_g_q05_a14_z4_p0,GLOBAL,5,50.0,14,315.0,4,0.9,0,P0,POSE_GENERATED,,0.006527389563956682,1.0242604126022914
contactopt_g_q05_a15_z0_p0,GLOBAL,5,50.0,15,337.5,0,0.1,0,P0,POSE_GENERATED,,0.008334438209541446,1.0369819556342674
