object,method,predicted_task_load_factor,predicted_forbidden_clearance_mm,predicted_closure_reserve_rad,predicted_joint_torque_margin_nm,predicted_pad_force_margin_n,isaac_three_full_pads,isaac_off_table,isaac_lift_mm,isaac_hold_s,isaac_slip_mm,isaac_orientation_change_deg,isaac_maximum_hand_effort_nm,isaac_unauthorized_contacts,isaac_maximum_table_penetration_mm,isaac_post_settle_table_penetration_mm,isaac_controller_completed,isaac_formal_dynamic_pass
Current D38999/26KJ61SN,baseline,1.616628869737667,0.8149361680149058,0.22948104103842937,0.3432859533517767,3.051430696460238,True,True,55.73247660248731,2.0,0.4073815447058956,4.421883336559228,0.6564894318580627,0,0.0012390613556012564,0.0006132125854596548,True,False
Current D38999/26KJ61SN,finite_set_best,4.325314248248339,0.4233917707420496,0.22970411499189725,0.6919226330515797,6.150423404902931,True,True,55.43014298239463,2.0,0.0971264763658327,5.028951466892568,0.6614583730697632,0,0.0012390613556012564,0.0006430149078473502,True,False
TE D38999/26FJ35PN,baseline,1.36725789337269,0.8467981567787664,0.22966880756534946,0.24174817760245604,4.384196642145955,True,True,55.379243909435324,2.0,0.4298817856091024,0.07765485097226386,0.6437144875526428,0,0.00028014183045543817,0.00028014183045543817,True,False
TE D38999/26FJ35PN,finite_set_best,2.503798360670435,1.1085403247618335,0.23720870626038593,0.5405461341707205,4.804854525961962,True,True,54.65977914201775,2.0,2.097418948341982,2.457358779705105,0.6488475799560547,0,0.0002056360244861999,0.0002056360244861999,True,False
