candidate_id,source_sample_index,anchor_face_index,anchor_position_object_m,closure_status,contact_face_indices,contact_positions_object_m,fast_filter,fast_reasons,formal_candidate_selected,formal_selection_status,sequential_closure_sweep_pass,minimum_table_clearance_m,minimum_clearance_link,minimum_clearance_finger_stage,minimum_clearance_joint_position_rad,checked_state_count,maximum_joint_increment_rad,endpoint_only_table_clearance_m,first_table_violation_clearance_m,first_table_violation_link,first_table_violation_finger_stage,unresolved_checks,task_status,worst_task_margin,lower_tail_mean_margin,required_peak_normal_force_n,maximum_joint_load_utilization,maximum_generalized_joint_torque_nm,wrist_load_utilization,sensitivity,task_failure_reason,nominal_balance_infeasible_count,evidence
raw_seed_031,31,20966,0.0140343452 -0.0190476876 -0.0112906585,CLOSURE_SURVIVE,20927 19692 18385,0.0227288212 0.0065519272 -0.0183428592 | -0.011866875 0.020458495 -0.00890935553 | -0.0110677097 -0.0192285851 -0.00391308436,FAST_REJECT,HAND_TABLE_PENETRATION,False,REJECTED_BEFORE_DIVERSITY,False,-0.01471413809988864,f3Link3,FINGER_3_CLOSURE_0143,0.7 0.6492795 0.58295525 0.465267107,759,0.0014960357142858038,-0.012170726909465412,-0.012170726909465412,f2Link2,PREGRASP,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_244,244,28512,0.0140440973 -0.0119473546 -0.0229437775,CLOSURE_REJECT,,,FAST_REJECT,FORBIDDEN_FIRST_CONTACT_FACE_21340,False,REJECTED_BEFORE_DIVERSITY,False,,,,,0,0.0,,,,,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_009,9,15110,-0.0160415848 -0.0067605205 -0.0144182032,CLOSURE_SURVIVE,20976 20927 21218,0.00488580281 -0.0231519241 -0.00885234353 | 0.0226743377 0.00675379807 -0.0120369002 | -0.0162759104 0.0153345902 -0.0177627253,FAST_REJECT,HAND_TABLE_PENETRATION,False,REJECTED_BEFORE_DIVERSITY,False,-0.01158659340802315,f3Link3,FINGER_3_CLOSURE_0143,0.7 0.6492795 0.58295525 0.465267107,759,0.0014960357142858038,-0.009043182217599921,-0.009043182217599921,f2Link2,PREGRASP,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_355,355,21279,0.0155852679 -0.0160252332 -0.00949471142,CLOSURE_REJECT,,,FAST_REJECT,FORBIDDEN_FIRST_CONTACT_FACE_21307,False,REJECTED_BEFORE_DIVERSITY,False,,,,,0,0.0,,,,,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_117,117,19671,-0.0220493328 0.00856963628 -0.0177395998,CLOSURE_REJECT,19626 20951,-0.0125952989 -0.0200396977 -0.0121737402 | 0.0209959639 -0.0109320424 -0.0153582969,FAST_REJECT,FORBIDDEN_FIRST_CONTACT_FACE_21193,False,REJECTED_BEFORE_DIVERSITY,False,,,,,0,0.0,,,,,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_348,348,21250,-0.0174902554 -0.0141202452 -0.0111510984,CLOSURE_SURVIVE,20973 20919 18418,0.00756581867 -0.0224153801 -0.0182032991 | 0.0199290761 0.0127674605 -0.00876979551 | -0.0196991257 0.0102076816 -0.00377352434,FAST_REJECT,HAND_TABLE_PENETRATION,False,REJECTED_BEFORE_DIVERSITY,False,-0.014853698121209513,f3Link3,FINGER_3_CLOSURE_0143,0.7 0.6492795 0.58295525 0.465267107,759,0.0014960357142858038,-0.012310286930786285,-0.012310286930786285,f2Link2,PREGRASP,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_223,223,20950,0.0202602508 -0.0122116858 -0.0105668516,CLOSURE_SURVIVE,21310 19674 18376,0.0140749636 0.017535537 -0.010940539 | -0.0200522912 0.0125733947 -0.0151972693 | -0.00285088179 -0.0219936113 -0.00318927752,FAST_REJECT,HAND_TABLE_PENETRATION,False,REJECTED_BEFORE_DIVERSITY,False,-0.015437944933572867,f3Link3,FINGER_3_CLOSURE_0143,0.7 0.6492795 0.58295525 0.465267107,759,0.0014960357142858038,-0.012894533743149639,-0.012894533743149639,f2Link2,PREGRASP,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_113,113,12907,0.00777082089 0.0162689427 -0.00873965849,CLOSURE_REJECT,21219 19625,-0.0177339526 0.0138765478 -0.0128082545 | -0.010571368 -0.021166787 -0.0133700761,FAST_REJECT,FORBIDDEN_FIRST_CONTACT_FACE_18268,False,REJECTED_BEFORE_DIVERSITY,False,,,,,0,0.0,,,,,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_081,81,13156,0.0181968523 -0.000565638165 -0.0100086329,CLOSURE_REJECT,,,FAST_REJECT,FORBIDDEN_FIRST_CONTACT_FACE_17892,False,REJECTED_BEFORE_DIVERSITY,False,,,,,0,0.0,,,,,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
raw_seed_217,217,17946,0.00674857108 -0.0187779319 -0.00914623998,CLOSURE_SURVIVE,21295 19696 18392,0.0223519993 0.00284371494 -0.013214836 | -0.00760869936 0.0223997434 -0.0137766576 | -0.0161105244 -0.0152671824 -0.00176866587,FAST_REJECT,HAND_TABLE_PENETRATION,False,REJECTED_BEFORE_DIVERSITY,False,-0.01685855658452251,f3Link3,FINGER_3_CLOSURE_0143,0.7 0.6492795 0.58295525 0.465267107,759,0.0014960357142858038,-0.014315145394099282,-0.014315145394099282,f2Link2,PREGRASP,,NOT_EVALUATED,,,,,,,,,,OFFLINE_RESEARCH_NOT_FORMAL
