object,method,predicted_task_load_factor,predicted_forbidden_clearance_mm,predicted_closure_reserve_rad,predicted_joint_torque_margin_nm,predicted_pad_force_margin_n,isaac_three_full_pads,isaac_off_table,isaac_lift_mm,isaac_hold_s,isaac_slip_mm,isaac_orientation_change_deg,isaac_maximum_hand_effort_nm,isaac_peak_acceleration_m_s2,isaac_acceleration_limit_m_s2,isaac_unauthorized_contacts,isaac_maximum_table_penetration_mm,isaac_post_settle_table_penetration_mm,isaac_controller_completed,isaac_nominal_dynamic_safety_pass,isaac_nominal_research_dynamic_pass,isaac_formal_dynamic_pass
Current D38999/26KJ61SN,baseline,1.2772968979362518,0.8149361680149058,0.22948104103842937,0.19538699933105308,4.400917059105816,True,True,55.73247660248731,2.0,0.4073815447058956,4.421883336559228,0.6564894318580627,0.013233362384301728,0.020831640276949046,0,0.0012390613556012564,0.0006132125854596548,True,True,True,False
Current D38999/26KJ61SN,finite_set_best,1.9678090262104504,0.5425878829167278,0.22987912224941565,0.44263854468988084,5.479770291569949,True,True,55.77377454669524,2.0,0.500168981319485,5.299612018038165,0.4799438416957855,0.03602590311269083,0.020831640276949046,0,0.0012390613556012564,0.00024068355561346344,True,False,False,False
TE D38999/26FJ35PN,baseline,0.5551728019415267,0.8467981567787664,0.22966880756534946,-0.7211168790195742,-0.8821809662772608,True,True,55.379243909435324,2.0,0.4298817856091024,0.07765485097226386,0.6437144875526428,0.04643110444764176,0.020831640276949046,0,0.00028014183045543817,0.00028014183045543817,True,False,False,False
TE D38999/26FJ35PN,finite_set_best,1.8780264595089202,0.7510311192449806,0.23691374963211698,0.42077352507837484,5.345818977904436,True,True,54.644341979884935,2.0,0.5901559862039076,0.21575335059572157,0.6871274709701538,0.059501666279704324,0.020831640276949046,0,0.00042915344239391473,0.00042915344239391473,True,False,False,False
