candidate_id,descriptor_id,palm_configuration_rad,graspgenx_score,source_sample_index,anchor_face_index,anchor_position_object_m,closure_status,contact_face_indices,contact_positions_object_m,fast_filter,fast_reasons,diversity_selected_after_fast_filter,diversity_selection_status,sequential_closure_sweep_pass,minimum_table_clearance_m,minimum_clearance_link,minimum_clearance_finger_stage,minimum_clearance_joint_position_rad,checked_state_count,maximum_joint_increment_rad,endpoint_only_table_clearance_m,first_table_violation_clearance_m,first_table_violation_link,first_table_violation_finger_stage,unresolved_checks,task_status,worst_task_margin,lower_tail_mean_margin,required_peak_normal_force_n,maximum_joint_load_utilization,maximum_generalized_joint_torque_nm,wrist_load_utilization,sensitivity,task_failure_reason,nominal_balance_infeasible_count,evidence
graspgenx_659,kcg_3f_palm_004,0.06977777777777779,0.949295163154602,251,19683,-0.0210078634 0.0101225904 -0.0203623339,CLOSURE_SURVIVE,19648 33263 19701,-0.0213792704 -0.0101149756 -0.0200279007 | 0.0162901913 -0.00670939491 -0.0306832008 | -0.003853067 0.0233372425 -0.0200279007,FAST_SURVIVE,,True,SELECTED_AFTER_SWEEP_DIVERSITY,True,0.005292927182026286,f3Link3,FINGER_3_CLOSURE_0273,0.0697777778 0.587284979 0.57395764 0.409002039,1109,0.0014981759656653715,0.010494032009643495,,,,UNRESOLVED_UNTIL_PUBLIC_LEGACY_FORWARDER | HAND_SELF_AND_NONPAD_OBJECT_CONTROL_STATES_SAMPLED_NOT_CONTINUOUS | HAND_TABLE_SAMPLED_NOT_CONTINUOUS | ARM_LINK_AND_JOINT_INTERPOLATED_PATH_NOT_FAST_CHECKED,TASK_SURVIVE,1.0124192088559383,1.0955100901972334,11.924125039861185,,1.653534401033939,,1.6180960159063846,,0,OFFLINE_RESEARCH_NOT_FORMAL
