candidate_id,descriptor_id,palm_configuration_rad,graspgenx_score,source_sample_index,anchor_face_index,anchor_position_object_m,closure_status,contact_face_indices,contact_positions_object_m,fast_filter,fast_reasons,diversity_selected_after_fast_filter,diversity_selection_status,sequential_closure_sweep_pass,minimum_table_clearance_m,minimum_clearance_link,minimum_clearance_finger_stage,minimum_clearance_joint_position_rad,checked_state_count,maximum_joint_increment_rad,endpoint_only_table_clearance_m,first_table_violation_clearance_m,first_table_violation_link,first_table_violation_finger_stage,unresolved_checks,task_status,worst_task_margin,lower_tail_mean_margin,required_peak_normal_force_n,maximum_joint_load_utilization,maximum_generalized_joint_torque_nm,wrist_load_utilization,sensitivity,task_failure_reason,nominal_balance_infeasible_count,evidence
graspgenx_714,kcg_3f_palm_003,0.05233333333333334,0.9397947788238525,229,99244,-0.0162063886 -0.0176862922 0.00166666675,CLOSURE_SURVIVE,99413 98656 99089,0.00402364113 -0.0236475717 0.00510470628 | 0.0175452128 0.0163570179 -0.001977448 | -0.0239719383 0.000857230083 0.00689256686,FAST_SURVIVE,,True,SELECTED_AFTER_SWEEP_DIVERSITY,True,0.005290374961619881,f3Link3,FINGER_3_CLOSURE_0086,0.0523333333 0.609244961 0.525248789 0.408254121,594,0.0014999316406251184,0.0080799704610732,,,,UNRESOLVED_UNTIL_PUBLIC_LEGACY_FORWARDER | HAND_SELF_AND_NONPAD_OBJECT_CONTROL_STATES_SAMPLED_NOT_CONTINUOUS | HAND_TABLE_SAMPLED_NOT_CONTINUOUS | ARM_LINK_AND_JOINT_INTERPOLATED_PATH_NOT_FAST_CHECKED,TASK_SURVIVE,1.024809499690089,1.1338546785052563,11.85325607721568,,1.8163500138233222,,1.9514798702943035,,0,OFFLINE_RESEARCH_NOT_FORMAL
graspgenx_586,kcg_3f_palm_003,0.05233333333333334,0.9506648778915405,215,99016,-0.0219570558 0.00966124517 0.00166666675,CLOSURE_SURVIVE,99196 99592 98873,-0.0200976138 -0.0131047821 0.00590980724 | 0.0217083301 -0.0102101949 -0.00200000009 | -0.00809049664 0.0225848263 0.00841043219,FAST_SURVIVE,,True,SELECTED_AFTER_SWEEP_DIVERSITY,True,0.005290337466069328,f3Link3,FINGER_3_CLOSURE_0273,0.0523333333 0.599270386 0.542506328 0.409002039,1052,0.0014981759656653715,0.009354994413883821,,,,UNRESOLVED_UNTIL_PUBLIC_LEGACY_FORWARDER | HAND_SELF_AND_NONPAD_OBJECT_CONTROL_STATES_SAMPLED_NOT_CONTINUOUS | HAND_TABLE_SAMPLED_NOT_CONTINUOUS | ARM_LINK_AND_JOINT_INTERPOLATED_PATH_NOT_FAST_CHECKED,TASK_REJECT,0.6096369375922048,0.685458468267686,,,,,1.731538378382822,PRESCRIBED_TASK_SCALE_INFEASIBLE_UNDER_OPERATION_CAP,0,OFFLINE_RESEARCH_NOT_FORMAL
graspgenx_614,kcg_3f_palm_004,0.06977777777777779,0.948826253414154,311,99004,-0.0212781687 0.01107662 0.00166666675,CLOSURE_SURVIVE,99173 99568 99988,-0.0216682987 -0.010298546 0.00807559348 | 0.0204927394 -0.012469369 -0.00200000009 | -0.00431717301 0.0235991092 0.00916706614,FAST_SURVIVE,,True,SELECTED_AFTER_SWEEP_DIVERSITY,True,0.005292950802722213,f3Link3,FINGER_3_CLOSURE_0087,0.0697777778 0.556747354 0.58074626 0.409754053,565,0.0014999316406251184,0.008095434207628788,,,,UNRESOLVED_UNTIL_PUBLIC_LEGACY_FORWARDER | HAND_SELF_AND_NONPAD_OBJECT_CONTROL_STATES_SAMPLED_NOT_CONTINUOUS | HAND_TABLE_SAMPLED_NOT_CONTINUOUS | ARM_LINK_AND_JOINT_INTERPOLATED_PATH_NOT_FAST_CHECKED,TASK_REJECT,0.3918467604685538,0.44665658394998853,,,,,1.7738045463350425,PRESCRIBED_TASK_SCALE_INFEASIBLE_UNDER_OPERATION_CAP,0,OFFLINE_RESEARCH_NOT_FORMAL
graspgenx_661,kcg_3f_palm_004,0.06977777777777779,0.9446529746055603,239,98992,-0.0205081651 0.0124445625 0.00166666675,CLOSURE_SURVIVE,99148 99568 98824,-0.0228030239 -0.00746170037 0.00596181059 | 0.0203560819 -0.0126891319 -0.00175374212 | -0.00293059182 0.0238145776 0.00536467536,FAST_SURVIVE,,True,SELECTED_AFTER_SWEEP_DIVERSITY,True,0.005292950802722213,f3Link3,FINGER_3_CLOSURE_0087,0.0697777778 0.598745439 0.520748994 0.409754053,597,0.0014999316406251184,0.008095434207628788,,,,UNRESOLVED_UNTIL_PUBLIC_LEGACY_FORWARDER | HAND_SELF_AND_NONPAD_OBJECT_CONTROL_STATES_SAMPLED_NOT_CONTINUOUS | HAND_TABLE_SAMPLED_NOT_CONTINUOUS | ARM_LINK_AND_JOINT_INTERPOLATED_PATH_NOT_FAST_CHECKED,TASK_SURVIVE,1.2312935641838552,1.2794651142422266,10.727122633403091,,1.6529333907472445,,1.6298549830872155,,0,OFFLINE_RESEARCH_NOT_FORMAL
graspgenx_625,kcg_3f_palm_004,0.06977777777777779,0.9476447105407715,313,99040,-0.0230302555 0.00671262074 0.00166666675,CLOSURE_SURVIVE,99221 99604 100036,-0.0182327481 -0.0155945002 0.00811857731 | 0.0224333644 -0.00849292235 -0.00200000009 | -0.00948417594 0.0220372848 0.00953772903,FAST_SURVIVE,,True,SELECTED_AFTER_SWEEP_DIVERSITY,True,0.0052929508027221295,f3Link3,FINGER_3_CLOSURE_0087,0.0697777778 0.570246738 0.58074626 0.409754053,570,0.0014999316406251184,0.007869429843146952,,,,UNRESOLVED_UNTIL_PUBLIC_LEGACY_FORWARDER | HAND_SELF_AND_NONPAD_OBJECT_CONTROL_STATES_SAMPLED_NOT_CONTINUOUS | HAND_TABLE_SAMPLED_NOT_CONTINUOUS | ARM_LINK_AND_JOINT_INTERPOLATED_PATH_NOT_FAST_CHECKED,TASK_REJECT,0.24974152558257012,0.30870295542386317,,,,,1.5830644931624078,PRESCRIBED_TASK_SCALE_INFEASIBLE_UNDER_OPERATION_CAP,0,OFFLINE_RESEARCH_NOT_FORMAL
graspgenx_645,kcg_3f_palm_004,0.06977777777777779,0.9465305209159851,241,99016,-0.0219570558 0.00966124517 0.00166666675,CLOSURE_SURVIVE,99185 99604 98861,-0.0214999186 -0.010661755 0.00596483953 | 0.0222282906 -0.00903779152 -0.00175376371 | -0.00649186468 0.0230972213 0.00524263534,FAST_SURVIVE,,True,SELECTED_AFTER_SWEEP_DIVERSITY,True,0.0052929508027221295,f3Link3,FINGER_3_CLOSURE_0087,0.0697777778 0.598745439 0.520748994 0.409754053,598,0.0014999316406251184,0.008095434207628704,,,,UNRESOLVED_UNTIL_PUBLIC_LEGACY_FORWARDER | HAND_SELF_AND_NONPAD_OBJECT_CONTROL_STATES_SAMPLED_NOT_CONTINUOUS | HAND_TABLE_SAMPLED_NOT_CONTINUOUS | ARM_LINK_AND_JOINT_INTERPOLATED_PATH_NOT_FAST_CHECKED,TASK_SURVIVE,1.097827943247148,1.1587408575824585,11.409971309584714,,1.7608409449640205,,1.6836205495101422,,0,OFFLINE_RESEARCH_NOT_FORMAL
graspgenx_482,kcg_3f_palm_005,0.08722222222222223,0.9615403413772583,243,99160,-0.0223575145 -0.00869445111 0.00166666675,CLOSURE_SURVIVE,99317 98584 98993,-0.00872643335 -0.0223454773 0.00629388185 | 0.0222199534 0.00905994302 -0.00178740929 | -0.0200967802 0.0131061226 0.00497293762,FAST_SURVIVE,,True,SELECTED_AFTER_SWEEP_DIVERSITY,True,0.005295401386355314,f3Link3,FINGER_3_CLOSURE_0273,0.0872222222 0.594775858 0.521538787 0.409002039,1065,0.0014981759656653715,0.010924320638101614,,,,UNRESOLVED_UNTIL_PUBLIC_LEGACY_FORWARDER | HAND_SELF_AND_NONPAD_OBJECT_CONTROL_STATES_SAMPLED_NOT_CONTINUOUS | HAND_TABLE_SAMPLED_NOT_CONTINUOUS | ARM_LINK_AND_JOINT_INTERPOLATED_PATH_NOT_FAST_CHECKED,TASK_REJECT,0.9240348158514299,1.0424010211616104,,,,,1.7982085868557292,PRESCRIBED_TASK_SCALE_INFEASIBLE_UNDER_OPERATION_CAP,0,OFFLINE_RESEARCH_NOT_FORMAL
graspgenx_357,kcg_3f_palm_005,0.08722222222222223,0.9710578918457031,245,99184,-0.0210313902 -0.0115383103 0.00166666675,CLOSURE_SURVIVE,99341 98620 99017,-0.00508281225 -0.0234454311 0.00652917362 | 0.0203842158 0.012643889 -0.00186205581 | -0.0218408948 0.00991761807 0.00484924308,FAST_SURVIVE,,True,SELECTED_AFTER_SWEEP_DIVERSITY,True,0.005295401386355314,f3Link3,FINGER_3_CLOSURE_0273,0.0872222222 0.591779506 0.523036469 0.409002039,1065,0.0014981759656653715,0.010745633349047962,,,,UNRESOLVED_UNTIL_PUBLIC_LEGACY_FORWARDER | HAND_SELF_AND_NONPAD_OBJECT_CONTROL_STATES_SAMPLED_NOT_CONTINUOUS | HAND_TABLE_SAMPLED_NOT_CONTINUOUS | ARM_LINK_AND_JOINT_INTERPOLATED_PATH_NOT_FAST_CHECKED,TASK_SURVIVE,1.0211134023218023,1.103372954705662,11.870334833203724,,1.8263807913870382,,1.8204977617352673,,0,OFFLINE_RESEARCH_NOT_FORMAL
graspgenx_498,kcg_3f_palm_005,0.08722222222222223,0.9602364301681519,171,99136,-0.0233010971 -0.00570182764 0.00166666675,CLOSURE_SURVIVE,99281 98584 98920,-0.0131624573 -0.020061749 0.00480152243 | 0.0225712191 0.00812665042 0.000324381013 | -0.0145858137 0.0190580093 -0.00200000009,FAST_SURVIVE,,True,SELECTED_AFTER_SWEEP_DIVERSITY,True,0.005295401386355314,f3Link3,FINGER_3_CLOSURE_0273,0.0872222222 0.62024485 0.472115297 0.409002039,1121,0.0014981759656653715,0.012550577845743788,,,,UNRESOLVED_UNTIL_PUBLIC_LEGACY_FORWARDER | HAND_SELF_AND_NONPAD_OBJECT_CONTROL_STATES_SAMPLED_NOT_CONTINUOUS | HAND_TABLE_SAMPLED_NOT_CONTINUOUS | ARM_LINK_AND_JOINT_INTERPOLATED_PATH_NOT_FAST_CHECKED,TASK_SURVIVE,1.430047179238077,1.629864962566711,9.418575103364791,,1.3493237631779451,,1.4389103427054635,,0,OFFLINE_RESEARCH_NOT_FORMAL
graspgenx_443,kcg_3f_palm_005,0.08722222222222223,0.9647505283355713,173,99160,-0.0223575145 -0.00869445111 0.00166666675,CLOSURE_SURVIVE,99293 98620 98908,-0.0110821663 -0.0212752042 0.00595799098 | 0.0201557513 0.0130112894 4.86367654e-05 | -0.0124305923 0.0205168524 -0.00200000009,FAST_SURVIVE,,True,SELECTED_AFTER_SWEEP_DIVERSITY,True,0.005295401386355314,f3Link3,FINGER_3_CLOSURE_0273,0.0872222222 0.606761266 0.479603705 0.409002039,1157,0.0014981759656653715,0.011666864660304144,,,,UNRESOLVED_UNTIL_PUBLIC_LEGACY_FORWARDER | HAND_SELF_AND_NONPAD_OBJECT_CONTROL_STATES_SAMPLED_NOT_CONTINUOUS | HAND_TABLE_SAMPLED_NOT_CONTINUOUS | ARM_LINK_AND_JOINT_INTERPOLATED_PATH_NOT_FAST_CHECKED,TASK_SURVIVE,1.270358682851039,1.4309921119781193,10.12744776059644,,1.511816015301971,,1.280413935471992,,0,OFFLINE_RESEARCH_NOT_FORMAL
graspgenx_485,kcg_3f_palm_005,0.08722222222222223,0.9612603783607483,317,99220,-0.0183762642 -0.0154196254 0.00166666675,CLOSURE_SURVIVE,99437 98620 100216,0.00622877014 -0.0231770304 0.00513669441 | 0.0206102807 0.0122803474 -0.00200000009 | -0.0237804299 0.0032189336 0.00964438605,FAST_SURVIVE,,True,SELECTED_AFTER_SWEEP_DIVERSITY,True,0.0052953604376310415,f3Link3,FINGER_3_CLOSURE_0087,0.0872222222 0.609244961 0.570246738 0.409754053,588,0.0014999316406251184,0.0078012938039519475,,,,UNRESOLVED_UNTIL_PUBLIC_LEGACY_FORWARDER | HAND_SELF_AND_NONPAD_OBJECT_CONTROL_STATES_SAMPLED_NOT_CONTINUOUS | HAND_TABLE_SAMPLED_NOT_CONTINUOUS | ARM_LINK_AND_JOINT_INTERPOLATED_PATH_NOT_FAST_CHECKED,TASK_REJECT,0.5570834301023162,0.6375865064759065,,,,,1.9959432810920361,PRESCRIBED_TASK_SCALE_INFEASIBLE_UNDER_OPERATION_CAP,0,OFFLINE_RESEARCH_NOT_FORMAL
